instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
15458,10/11/2012,4,1,10,6,0,4,1,1,0.36,0.5,0.1642,159
15459,10/11/2012,4,1,10,7,0,4,1,1,0.36,0.5,0.2537,478
15460,10/11/2012,4,1,10,8,0,4,1,1,0.38,0.46,0.3881,798
15461,10/11/2012,4,1,10,9,0,4,1,1,0.4,0.43,0.3881,355
15462,10/11/2012,4,1,10,10,0,4,1,1,0.44,0.41,0.3582,204
15463,10/11/2012,4,1,10,11,0,4,1,1,0.46,0.36,0,251
15464,10/11/2012,4,1,10,12,0,4,1,1,0.46,0.36,0,326
15465,10/11/2012,4,1,10,13,0,4,1,1,0.5,0.31,0.1045,291
15466,10/11/2012,4,1,10,14,0,4,1,1,0.52,0.32,0.0896,348
15467,10/11/2012,4,1,10,15,0,4,1,1,0.52,0.34,0.1642,460
15468,10/11/2012,4,1,10,16,0,4,1,1,0.5,0.36,0.1343,481
15469,10/11/2012,4,1,10,17,0,4,1,1,0.5,0.39,0.2836,827
15470,10/11/2012,4,1,10,18,0,4,1,1,0.46,0.44,0.1642,692
15471,10/11/2012,4,1,10,19,0,4,1,1,0.44,0.51,0.1343,743
15472,10/11/2012,4,1,10,20,0,4,1,1,0.42,0.62,0.1642,415
15473,10/11/2012,4,1,10,21,0,4,1,1,0.42,0.62,0.1343,260
15474,10/11/2012,4,1,10,22,0,4,1,1,0.4,0.66,0.1642,177
15475,10/11/2012,4,1,10,23,0,4,1,1,0.42,0.58,0.0896,186
15476,10/12/2012,4,1,10,0,0,5,1,1,0.4,0.66,0.1045,68
15477,10/12/2012,4,1,10,1,0,5,1,1,0.4,0.66,0.0896,37
15478,10/12/2012,4,1,10,2,0,5,1,1,0.4,0.66,0.0896,16
15479,10/12/2012,4,1,10,3,0,5,1,1,0.36,0.76,0.0896,6
15480,10/12/2012,4,1,10,4,0,5,1,1,0.36,0.76,0.1045,8
15481,10/12/2012,4,1,10,5,0,5,1,1,0.36,0.81,0.0896,35
15482,10/12/2012,4,1,10,6,0,5,1,1,0.34,0.81,0.0896,143
15483,10/12/2012,4,1,10,7,0,5,1,1,0.36,0.81,0.0896,392
15484,10/12/2012,4,1,10,8,0,5,1,1,0.42,0.71,0.0896,745
15485,10/12/2012,4,1,10,9,0,5,1,1,0.5,0.39,0.2985,400
15486,10/12/2012,4,1,10,10,0,5,1,1,0.52,0.36,0.2985,275
15487,10/12/2012,4,1,10,11,0,5,1,1,0.54,0.37,0.3582,313
15488,10/12/2012,4,1,10,12,0,5,1,1,0.54,0.39,0.4627,387
15489,10/12/2012,4,1,10,13,0,5,1,1,0.56,0.37,0.3881,381
15490,10/12/2012,4,1,10,14,0,5,1,1,0.56,0.37,0.4627,371
15491,10/12/2012,4,1,10,15,0,5,1,1,0.52,0.42,0.4478,455
15492,10/12/2012,4,1,10,16,0,5,1,1,0.46,0.41,0.3582,520
15493,10/12/2012,4,1,10,17,0,5,1,1,0.46,0.38,0.3881,837
15494,10/12/2012,4,1,10,18,0,5,1,1,0.44,0.38,0.2985,642
15495,10/12/2012,4,1,10,19,0,5,1,1,0.42,0.41,0.2239,493
15496,10/12/2012,4,1,10,20,0,5,1,1,0.42,0.47,0.1343,308
15497,10/12/2012,4,1,10,21,0,5,1,1,0.4,0.54,0.194,190
15498,10/12/2012,4,1,10,22,0,5,1,1,0.4,0.47,0.2985,160
15499,10/12/2012,4,1,10,23,0,5,1,1,0.36,0.57,0.194,100
15500,10/13/2012,4,1,10,0,0,6,0,1,0.36,0.57,0.0896,249
15501,10/13/2012,4,1,10,1,0,6,0,1,0.34,0.53,0.1343,146
15502,10/13/2012,4,1,10,2,0,6,0,1,0.34,0.53,0.194,67
15503,10/13/2012,4,1,10,3,0,6,0,1,0.32,0.66,0.2239,15
15504,10/13/2012,4,1,10,4,0,6,0,1,0.3,0.65,0.1642,11
15505,10/13/2012,4,1,10,5,0,6,0,1,0.3,0.61,0.194,11
15506,10/13/2012,4,1,10,6,0,6,0,1,0.3,0.61,0.194,28
15507,10/13/2012,4,1,10,7,0,6,0,1,0.3,0.61,0.1642,70
15508,10/13/2012,4,1,10,8,0,6,0,1,0.34,0.53,0.1045,174
15509,10/13/2012,4,1,10,9,0,6,0,1,0.36,0.5,0.0896,266
15510,10/13/2012,4,1,10,10,0,6,0,1,0.4,0.43,0,347
15511,10/13/2012,4,1,10,11,0,6,0,1,0.42,0.35,0.1343,527
15512,10/13/2012,4,1,10,12,0,6,0,1,0.44,0.35,0,573
15513,10/13/2012,4,1,10,13,0,6,0,1,0.46,0.36,0.194,670
15514,10/13/2012,4,1,10,14,0,6,0,1,0.48,0.33,0.194,597
15515,10/13/2012,4,1,10,15,0,6,0,1,0.5,0.36,0.194,615
15516,10/13/2012,4,1,10,16,0,6,0,1,0.5,0.31,0.194,637
15517,10/13/2012,4,1,10,17,0,6,0,1,0.46,0.38,0.1642,528
15518,10/13/2012,4,1,10,18,0,6,0,1,0.46,0.44,0.1343,473
15519,10/13/2012,4,1,10,19,0,6,0,1,0.44,0.44,0.1642,332
15520,10/13/2012,4,1,10,20,0,6,0,1,0.4,0.54,0.0896,255
15521,10/13/2012,4,1,10,21,0,6,0,1,0.4,0.58,0.194,204
15522,10/13/2012,4,1,10,22,0,6,0,1,0.4,0.62,0,189
15523,10/13/2012,4,1,10,23,0,6,0,1,0.42,0.58,0.2985,125
15524,10/14/2012,4,1,10,0,0,0,0,1,0.4,0.71,0.2537,111
15525,10/14/2012,4,1,10,1,0,0,0,1,0.42,0.77,0.2836,112
15526,10/14/2012,4,1,10,2,0,0,0,1,0.4,0.76,0.0896,66
15527,10/14/2012,4,1,10,3,0,0,0,1,0.42,0.77,0.2985,28
15528,10/14/2012,4,1,10,4,0,0,0,1,0.42,0.77,0.2836,12
15529,10/14/2012,4,1,10,5,0,0,0,1,0.4,0.82,0.194,11
15530,10/14/2012,4,1,10,6,0,0,0,1,0.4,0.82,0.1642,24
15531,10/14/2012,4,1,10,7,0,0,0,1,0.42,0.82,0.2239,51
15532,10/14/2012,4,1,10,8,0,0,0,1,0.44,0.77,0.194,132
15533,10/14/2012,4,1,10,9,0,0,0,2,0.48,0.67,0.2836,223
15534,10/14/2012,4,1,10,10,0,0,0,1,0.54,0.56,0.194,428
15535,10/14/2012,4,1,10,11,0,0,0,1,0.56,0.52,0.2985,494
15536,10/14/2012,4,1,10,12,0,0,0,1,0.62,0.46,0.3284,562
15537,10/14/2012,4,1,10,13,0,0,0,1,0.64,0.41,0.4478,619
15538,10/14/2012,4,1,10,14,0,0,0,1,0.66,0.39,0.4179,617
15539,10/14/2012,4,1,10,15,0,0,0,1,0.66,0.39,0.4179,568
15540,10/14/2012,4,1,10,16,0,0,0,1,0.64,0.41,0.2985,581
15541,10/14/2012,4,1,10,17,0,0,0,1,0.64,0.44,0.194,539
15542,10/14/2012,4,1,10,18,0,0,0,1,0.58,0.6,0.2537,453
15543,10/14/2012,4,1,10,19,0,0,0,1,0.56,0.64,0.2239,336
15544,10/14/2012,4,1,10,20,0,0,0,1,0.54,0.73,0.2239,246
15545,10/14/2012,4,1,10,21,0,0,0,1,0.56,0.73,0.4478,196
15546,10/14/2012,4,1,10,22,0,0,0,1,0.56,0.73,0.3881,125
15547,10/14/2012,4,1,10,23,0,0,0,2,0.56,0.68,0.2836,105
15548,10/15/2012,4,1,10,0,0,1,1,2,0.56,0.73,0.2537,48
15549,10/15/2012,4,1,10,1,0,1,1,2,0.58,0.64,0.3881,29
15550,10/15/2012,4,1,10,2,0,1,1,2,0.58,0.64,0.3582,6
15551,10/15/2012,4,1,10,3,0,1,1,2,0.56,0.73,0.2537,4
15552,10/15/2012,4,1,10,4,0,1,1,2,0.56,0.68,0.2239,10
15553,10/15/2012,4,1,10,5,0,1,1,2,0.56,0.73,0.2836,40
15554,10/15/2012,4,1,10,6,0,1,1,2,0.56,0.73,0.2985,147
15555,10/15/2012,4,1,10,7,0,1,1,2,0.58,0.68,0.3284,476
15556,10/15/2012,4,1,10,8,0,1,1,2,0.6,0.64,0.3881,737
15557,10/15/2012,4,1,10,9,0,1,1,3,0.6,0.69,0.3881,359
15558,10/15/2012,4,1,10,10,0,1,1,2,0.6,0.73,0.3881,168
15559,10/15/2012,4,1,10,11,0,1,1,2,0.6,0.73,0.3881,263
15560,10/15/2012,4,1,10,12,0,1,1,3,0.6,0.78,0.3284,284
15561,10/15/2012,4,1,10,13,0,1,1,2,0.56,0.88,0.2239,146
15562,10/15/2012,4,1,10,14,0,1,1,2,0.6,0.78,0.2836,185
15563,10/15/2012,4,1,10,15,0,1,1,1,0.6,0.78,0.3284,260
15564,10/15/2012,4,1,10,16,0,1,1,1,0.56,0.64,0.2985,447
15565,10/15/2012,4,1,10,17,0,1,1,1,0.56,0.64,0.2537,766
15566,10/15/2012,4,1,10,18,0,1,1,3,0.54,0.77,0.1343,592
15567,10/15/2012,4,1,10,19,0,1,1,3,0.52,0.83,0.0896,239
15568,10/15/2012,4,1,10,20,0,1,1,2,0.52,0.72,0.3881,256
15569,10/15/2012,4,1,10,21,0,1,1,1,0.52,0.59,0.3284,206
15570,10/15/2012,4,1,10,22,0,1,1,1,0.5,0.59,0.2836,126
15571,10/15/2012,4,1,10,23,0,1,1,1,0.46,0.63,0.2239,81
15572,10/16/2012,4,1,10,0,0,2,1,1,0.46,0.63,0.3881,48
15573,10/16/2012,4,1,10,1,0,2,1,1,0.44,0.67,0.194,13
15574,10/16/2012,4,1,10,2,0,2,1,1,0.44,0.67,0.1343,3
15575,10/16/2012,4,1,10,3,0,2,1,1,0.42,0.67,0.1045,2
15576,10/16/2012,4,1,10,4,0,2,1,1,0.42,0.67,0.1642,7
15577,10/16/2012,4,1,10,5,0,2,1,1,0.42,0.67,0.2537,52
15578,10/16/2012,4,1,10,6,0,2,1,1,0.42,0.67,0.1642,172
15579,10/16/2012,4,1,10,7,0,2,1,1,0.42,0.67,0.0896,525
15580,10/16/2012,4,1,10,8,0,2,1,1,0.44,0.62,0,835
15581,10/16/2012,4,1,10,9,0,2,1,1,0.48,0.55,0.2537,355
15582,10/16/2012,4,1,10,10,0,2,1,1,0.5,0.48,0.2836,222
15583,10/16/2012,4,1,10,11,0,2,1,1,0.5,0.45,0.4179,228
15584,10/16/2012,4,1,10,12,0,2,1,2,0.52,0.45,0.3284,325
15585,10/16/2012,4,1,10,13,0,2,1,1,0.52,0.45,0.2836,328
15586,10/16/2012,4,1,10,14,0,2,1,1,0.54,0.39,0.2537,308
15587,10/16/2012,4,1,10,15,0,2,1,1,0.54,0.41,0.3284,346
15588,10/16/2012,4,1,10,16,0,2,1,1,0.54,0.39,0.2836,446
15589,10/16/2012,4,1,10,17,0,2,1,1,0.52,0.39,0.194,943
15590,10/16/2012,4,1,10,18,0,2,1,1,0.5,0.42,0.1642,838
15591,10/16/2012,4,1,10,19,0,2,1,1,0.48,0.48,0,531
15592,10/16/2012,4,1,10,20,0,2,1,1,0.46,0.55,0,432
15593,10/16/2012,4,1,10,21,0,2,1,1,0.46,0.63,0,195
15594,10/16/2012,4,1,10,22,0,2,1,1,0.4,0.71,0.0896,181
15595,10/16/2012,4,1,10,23,0,2,1,1,0.4,0.71,0,199
15596,10/17/2012,4,1,10,0,0,3,1,1,0.38,0.76,0,49
15597,10/17/2012,4,1,10,1,0,3,1,1,0.38,0.76,0,17
15598,10/17/2012,4,1,10,2,0,3,1,1,0.38,0.76,0,16
15599,10/17/2012,4,1,10,3,0,3,1,1,0.36,0.87,0,7
15600,10/17/2012,4,1,10,4,0,3,1,1,0.36,0.81,0.0896,4
15601,10/17/2012,4,1,10,5,0,3,1,2,0.36,0.81,0,41
15602,10/17/2012,4,1,10,6,0,3,1,1,0.38,0.82,0,178
15603,10/17/2012,4,1,10,7,0,3,1,1,0.36,0.81,0.1045,464
15604,10/17/2012,4,1,10,8,0,3,1,2,0.4,0.76,0,817
15605,10/17/2012,4,1,10,9,0,3,1,2,0.42,0.77,0,382
15606,10/17/2012,4,1,10,10,0,3,1,2,0.46,0.67,0,228
15607,10/17/2012,4,1,10,11,0,3,1,2,0.5,0.51,0.0896,234
15608,10/17/2012,4,1,10,12,0,3,1,2,0.52,0.48,0.1642,332
15609,10/17/2012,4,1,10,13,0,3,1,2,0.54,0.49,0.1343,310
15610,10/17/2012,4,1,10,14,0,3,1,2,0.56,0.43,0.1642,270
15611,10/17/2012,4,1,10,15,0,3,1,2,0.58,0.43,0.2239,301
15612,10/17/2012,4,1,10,16,0,3,1,1,0.56,0.52,0.194,466
15613,10/17/2012,4,1,10,17,0,3,1,1,0.54,0.56,0.1045,888
15614,10/17/2012,4,1,10,18,0,3,1,1,0.52,0.59,0.1642,884
15615,10/17/2012,4,1,10,19,0,3,1,1,0.5,0.72,0.194,516
15616,10/17/2012,4,1,10,20,0,3,1,1,0.5,0.72,0.1343,414
15617,10/17/2012,4,1,10,21,0,3,1,1,0.46,0.82,0.194,329
15618,10/17/2012,4,1,10,22,0,3,1,1,0.46,0.88,0.2537,215
15619,10/17/2012,4,1,10,23,0,3,1,1,0.46,0.88,0.2239,99
15620,10/18/2012,4,1,10,0,0,4,1,1,0.46,0.88,0.194,57
15621,10/18/2012,4,1,10,1,0,4,1,1,0.46,0.82,0.2239,14
15622,10/18/2012,4,1,10,2,0,4,1,1,0.46,0.82,0.194,14
15623,10/18/2012,4,1,10,3,0,4,1,1,0.44,0.88,0.2239,5
15624,10/18/2012,4,1,10,4,0,4,1,1,0.44,0.88,0.2239,5
15625,10/18/2012,4,1,10,5,0,4,1,1,0.44,0.82,0.2239,42
15626,10/18/2012,4,1,10,6,0,4,1,1,0.44,0.88,0.2985,153
15627,10/18/2012,4,1,10,7,0,4,1,1,0.44,0.88,0.2537,508
15628,10/18/2012,4,1,10,8,0,4,1,1,0.46,0.82,0.2537,834
15629,10/18/2012,4,1,10,9,0,4,1,2,0.5,0.77,0.1642,387
15630,10/18/2012,4,1,10,10,0,4,1,2,0.52,0.68,0.2239,218
15631,10/18/2012,4,1,10,11,0,4,1,2,0.56,0.56,0.2239,268
15632,10/18/2012,4,1,10,12,0,4,1,2,0.6,0.53,0.2537,377
15633,10/18/2012,4,1,10,13,0,4,1,1,0.62,0.53,0.3582,332
15634,10/18/2012,4,1,10,14,0,4,1,2,0.62,0.5,0.2985,285
15635,10/18/2012,4,1,10,15,0,4,1,2,0.6,0.6,0.194,353
15636,10/18/2012,4,1,10,16,0,4,1,1,0.6,0.56,0.2836,450
15637,10/18/2012,4,1,10,17,0,4,1,2,0.58,0.64,0.3284,890
15638,10/18/2012,4,1,10,18,0,4,1,2,0.56,0.64,0.3284,788
15639,10/18/2012,4,1,10,19,0,4,1,2,0.56,0.68,0.2985,513
15640,10/18/2012,4,1,10,20,0,4,1,2,0.56,0.68,0.2537,387
15641,10/18/2012,4,1,10,21,0,4,1,2,0.54,0.77,0.194,283
15642,10/18/2012,4,1,10,22,0,4,1,2,0.54,0.83,0.194,229
15643,10/18/2012,4,1,10,23,0,4,1,2,0.54,0.83,0,117
15644,10/19/2012,4,1,10,0,0,5,1,2,0.56,0.83,0.1045,56
15645,10/19/2012,4,1,10,1,0,5,1,3,0.54,0.88,0,16
15646,10/19/2012,4,1,10,2,0,5,1,2,0.54,0.88,0,10
15647,10/19/2012,4,1,10,3,0,5,1,2,0.56,0.83,0,5
15648,10/19/2012,4,1,10,4,0,5,1,2,0.56,0.83,0,6
15649,10/19/2012,4,1,10,5,0,5,1,2,0.54,0.88,0,36
15650,10/19/2012,4,1,10,6,0,5,1,3,0.54,0.94,0.1642,131
15651,10/19/2012,4,1,10,7,0,5,1,3,0.54,0.94,0,154
15652,10/19/2012,4,1,10,8,0,5,1,2,0.54,0.94,0.1045,467
15653,10/19/2012,4,1,10,9,0,5,1,2,0.54,0.94,0.1045,389
15654,10/19/2012,4,1,10,10,0,5,1,2,0.58,0.88,0.194,224
15655,10/19/2012,4,1,10,11,0,5,1,1,0.6,0.83,0.194,252
15656,10/19/2012,4,1,10,12,0,5,1,1,0.64,0.69,0.2239,332
15657,10/19/2012,4,1,10,13,0,5,1,1,0.62,0.73,0.2239,375
15658,10/19/2012,4,1,10,14,0,5,1,1,0.66,0.61,0.2537,365
15659,10/19/2012,4,1,10,15,0,5,1,1,0.64,0.65,0.2985,395
15660,10/19/2012,4,1,10,16,0,5,1,3,0.62,0.69,0.3582,565
15661,10/19/2012,4,1,10,17,0,5,1,3,0.62,0.69,0.3582,425
15662,10/19/2012,4,1,10,18,0,5,1,1,0.56,0.83,0.1045,233
15663,10/19/2012,4,1,10,19,0,5,1,1,0.54,0.88,0.1642,232
15664,10/19/2012,4,1,10,20,0,5,1,1,0.52,0.77,0.194,229
15665,10/19/2012,4,1,10,21,0,5,1,1,0.5,0.77,0,206
15666,10/19/2012,4,1,10,22,0,5,1,1,0.5,0.77,0.0896,190
15667,10/19/2012,4,1,10,23,0,5,1,1,0.46,0.88,0.1045,131
15920,11/1/2012,4,1,11,0,0,4,1,1,0.36,0.57,0.0896,60
15921,11/1/2012,4,1,11,1,0,4,1,1,0.3,0.75,0.1045,30
15922,11/1/2012,4,1,11,2,0,4,1,1,0.32,0.66,0.1343,20
15923,11/1/2012,4,1,11,3,0,4,1,1,0.34,0.61,0.1343,15
15924,11/1/2012,4,1,11,4,0,4,1,2,0.34,0.66,0.1045,10
15925,11/1/2012,4,1,11,5,0,4,1,1,0.34,0.66,0.1343,40
15926,11/1/2012,4,1,11,6,0,4,1,1,0.34,0.61,0.1642,148
15927,11/1/2012,4,1,11,7,0,4,1,2,0.36,0.57,0.1642,420
15928,11/1/2012,4,1,11,8,0,4,1,2,0.36,0.56,0.1045,680
15929,11/1/2012,4,1,11,9,0,4,1,3,0.36,0.57,0.1045,331
15930,11/1/2012,4,1,11,10,0,4,1,3,0.36,0.62,0.194,146
15931,11/1/2012,4,1,11,11,0,4,1,3,0.36,0.62,0.194,170
15932,11/1/2012,4,1,11,12,0,4,1,3,0.38,0.62,0.1642,221
15933,11/1/2012,4,1,11,13,0,4,1,2,0.4,0.58,0.1642,248
15934,11/1/2012,4,1,11,14,0,4,1,2,0.4,0.5,0.2239,185
15935,11/1/2012,4,1,11,15,0,4,1,2,0.4,0.54,0.1642,214
15936,11/1/2012,4,1,11,16,0,4,1,2,0.4,0.54,0.1642,344
15937,11/1/2012,4,1,11,17,0,4,1,3,0.4,0.5,0.2239,689
15938,11/1/2012,4,1,11,18,0,4,1,2,0.4,0.5,0.1642,678
15939,11/1/2012,4,1,11,19,0,4,1,2,0.4,0.5,0.1642,452
15940,11/1/2012,4,1,11,20,0,4,1,2,0.38,0.54,0.2537,296
15941,11/1/2012,4,1,11,21,0,4,1,2,0.38,0.54,0.1343,267
15942,11/1/2012,4,1,11,22,0,4,1,1,0.36,0.57,0.1642,202
15943,11/1/2012,4,1,11,23,0,4,1,1,0.34,0.57,0.1642,120
15944,11/2/2012,4,1,11,0,0,5,1,1,0.34,0.57,0.1642,50
15945,11/2/2012,4,1,11,1,0,5,1,1,0.32,0.66,0.1642,24
15946,11/2/2012,4,1,11,2,0,5,1,1,0.32,0.66,0.1642,10
15947,11/2/2012,4,1,11,3,0,5,1,1,0.3,0.7,0.1642,3
15948,11/2/2012,4,1,11,4,0,5,1,1,0.3,0.7,0.1045,7
15949,11/2/2012,4,1,11,5,0,5,1,2,0.32,0.66,0.1642,26
15950,11/2/2012,4,1,11,6,0,5,1,1,0.3,0.7,0.1642,122
15951,11/2/2012,4,1,11,7,0,5,1,2,0.3,0.7,0.1343,357
15952,11/2/2012,4,1,11,8,0,5,1,1,0.32,0.57,0.1045,687
15953,11/2/2012,4,1,11,9,0,5,1,1,0.34,0.53,0.1045,382
15954,11/2/2012,4,1,11,10,0,5,1,1,0.38,0.46,0.2985,204
15955,11/2/2012,4,1,11,11,0,5,1,1,0.42,0.41,0.4179,221
15956,11/2/2012,4,1,11,12,0,5,1,1,0.42,0.41,0.3582,292
15957,11/2/2012,4,1,11,13,0,5,1,1,0.4,0.43,0.3582,294
15958,11/2/2012,4,1,11,14,0,5,1,2,0.4,0.4,0.4925,262
15959,11/2/2012,4,1,11,15,0,5,1,2,0.4,0.4,0.4179,306
15960,11/2/2012,4,1,11,16,0,5,1,1,0.38,0.4,0.3284,421
15961,11/2/2012,4,1,11,17,0,5,1,1,0.38,0.4,0.3284,638
15962,11/2/2012,4,1,11,18,0,5,1,2,0.38,0.43,0.3284,522
15963,11/2/2012,4,1,11,19,0,5,1,2,0.38,0.43,0.2985,374
15964,11/2/2012,4,1,11,20,0,5,1,2,0.36,0.46,0.4179,221
15965,11/2/2012,4,1,11,21,0,5,1,2,0.36,0.46,0.3582,156
15966,11/2/2012,4,1,11,22,0,5,1,1,0.36,0.46,0.2537,149
15967,11/2/2012,4,1,11,23,0,5,1,1,0.34,0.53,0.2985,119
15968,11/3/2012,4,1,11,0,0,6,0,1,0.34,0.53,0.1642,108
15969,11/3/2012,4,1,11,1,0,6,0,2,0.34,0.49,0.3284,89
15970,11/3/2012,4,1,11,2,0,6,0,2,0.34,0.49,0.2537,46
15971,11/3/2012,4,1,11,3,0,6,0,2,0.34,0.49,0.2537,28
15972,11/3/2012,4,1,11,4,0,6,0,2,0.32,0.49,0.2985,16
15973,11/3/2012,4,1,11,5,0,6,0,2,0.32,0.49,0.2537,9
15974,11/3/2012,4,1,11,6,0,6,0,2,0.32,0.49,0.194,21
15975,11/3/2012,4,1,11,7,0,6,0,2,0.32,0.49,0.2537,59
15976,11/3/2012,4,1,11,8,0,6,0,2,0.34,0.46,0.2985,142
15977,11/3/2012,4,1,11,9,0,6,0,2,0.34,0.49,0.2985,219
15978,11/3/2012,4,1,11,10,0,6,0,1,0.36,0.46,0.3881,328
15979,11/3/2012,4,1,11,11,0,6,0,2,0.36,0.46,0.3881,340
15980,11/3/2012,4,1,11,12,0,6,0,2,0.36,0.46,0.4627,394
15981,11/3/2012,4,1,11,13,0,6,0,2,0.36,0.46,0.3582,449
15982,11/3/2012,4,1,11,14,0,6,0,2,0.36,0.5,0.3284,455
15983,11/3/2012,4,1,11,15,0,6,0,2,0.36,0.46,0.4478,448
15984,11/3/2012,4,1,11,16,0,6,0,2,0.36,0.46,0.3284,400
15985,11/3/2012,4,1,11,17,0,6,0,2,0.36,0.46,0.2985,410
15986,11/3/2012,4,1,11,18,0,6,0,2,0.36,0.46,0.2836,297
15987,11/3/2012,4,1,11,19,0,6,0,1,0.36,0.5,0.1642,239
15988,11/3/2012,4,1,11,20,0,6,0,1,0.34,0.53,0.1343,181
15989,11/3/2012,4,1,11,21,0,6,0,1,0.34,0.53,0.1045,166
15990,11/3/2012,4,1,11,22,0,6,0,1,0.32,0.57,0.1045,146
15991,11/3/2012,4,1,11,23,0,6,0,1,0.32,0.57,0.1045,148
15992,11/4/2012,4,1,11,0,0,0,0,1,0.3,0.61,0.1045,102
15993,11/4/2012,4,1,11,1,0,0,0,1,0.26,0.81,0.0896,165
15994,11/4/2012,4,1,11,2,0,0,0,1,0.3,0.65,0,37
15995,11/4/2012,4,1,11,3,0,0,0,1,0.28,0.61,0.1045,11
15996,11/4/2012,4,1,11,4,0,0,0,1,0.26,0.65,0.1343,9
15997,11/4/2012,4,1,11,5,0,0,0,1,0.26,0.65,0.1045,5
15998,11/4/2012,4,1,11,6,0,0,0,1,0.28,0.61,0.1343,16
15999,11/4/2012,4,1,11,7,0,0,0,1,0.26,0.65,0.1045,50
16000,11/4/2012,4,1,11,8,0,0,0,1,0.3,0.56,0.1343,149
16001,11/4/2012,4,1,11,9,0,0,0,1,0.32,0.53,0,217
16002,11/4/2012,4,1,11,10,0,0,0,1,0.34,0.49,0.194,360
16003,11/4/2012,4,1,11,11,0,0,0,1,0.38,0.46,0.2239,445
16004,11/4/2012,4,1,11,12,0,0,0,1,0.38,0.46,0.2239,504
16005,11/4/2012,4,1,11,13,0,0,0,1,0.4,0.43,0.2239,493
16006,11/4/2012,4,1,11,14,0,0,0,1,0.4,0.4,0.194,509
16007,11/4/2012,4,1,11,15,0,0,0,1,0.4,0.4,0.2239,449
16008,11/4/2012,4,1,11,16,0,0,0,1,0.4,0.4,0.3284,435
16009,11/4/2012,4,1,11,17,0,0,0,1,0.36,0.43,0.194,327
16010,11/4/2012,4,1,11,18,0,0,0,1,0.36,0.43,0.2239,237
16011,11/4/2012,4,1,11,19,0,0,0,1,0.36,0.43,0.2537,227
16012,11/4/2012,4,1,11,20,0,0,0,1,0.32,0.53,0.3582,141
16013,11/4/2012,4,1,11,21,0,0,0,1,0.3,0.52,0.2985,87
16014,11/4/2012,4,1,11,22,0,0,0,1,0.3,0.52,0.2836,79
16015,11/4/2012,4,1,11,23,0,0,0,2,0.3,0.56,0.1642,53
16016,11/5/2012,4,1,11,0,0,1,1,2,0.3,0.56,0.194,23
16017,11/5/2012,4,1,11,1,0,1,1,2,0.3,0.56,0.1642,8
16018,11/5/2012,4,1,11,2,0,1,1,2,0.3,0.56,0.1642,6
16019,11/5/2012,4,1,11,3,0,1,1,2,0.3,0.56,0.2239,4
16020,11/5/2012,4,1,11,4,0,1,1,2,0.3,0.52,0.2537,16
16021,11/5/2012,4,1,11,5,0,1,1,2,0.3,0.52,0.3284,39
16022,11/5/2012,4,1,11,6,0,1,1,2,0.3,0.49,0.2836,139
16023,11/5/2012,4,1,11,7,0,1,1,2,0.3,0.49,0.2537,461
16024,11/5/2012,4,1,11,8,0,1,1,2,0.3,0.49,0.2239,648
16025,11/5/2012,4,1,11,9,0,1,1,2,0.3,0.52,0.2836,257
16026,11/5/2012,4,1,11,10,0,1,1,1,0.32,0.49,0.2836,142
16027,11/5/2012,4,1,11,11,0,1,1,1,0.34,0.46,0.2239,150
16028,11/5/2012,4,1,11,12,0,1,1,1,0.36,0.43,0.3284,244
16029,11/5/2012,4,1,11,13,0,1,1,1,0.36,0.4,0.2537,222
16030,11/5/2012,4,1,11,14,0,1,1,1,0.38,0.4,0.1642,196
16031,11/5/2012,4,1,11,15,0,1,1,1,0.38,0.4,0.2836,231
16032,11/5/2012,4,1,11,16,0,1,1,1,0.36,0.43,0.2836,360
16033,11/5/2012,4,1,11,17,0,1,1,1,0.34,0.46,0.2239,638
16034,11/5/2012,4,1,11,18,0,1,1,1,0.34,0.46,0.2239,542
16035,11/5/2012,4,1,11,19,0,1,1,1,0.32,0.49,0.1642,372
16036,11/5/2012,4,1,11,20,0,1,1,1,0.32,0.49,0.2537,241
16037,11/5/2012,4,1,11,21,0,1,1,1,0.3,0.52,0.2836,152
16038,11/5/2012,4,1,11,22,0,1,1,1,0.28,0.56,0.194,115
16039,11/5/2012,4,1,11,23,0,1,1,1,0.26,0.6,0.1343,53
16040,11/6/2012,4,1,11,0,0,2,1,1,0.24,0.6,0.1045,19
16041,11/6/2012,4,1,11,1,0,2,1,1,0.24,0.6,0.1642,8
16042,11/6/2012,4,1,11,2,0,2,1,1,0.24,0.65,0.0896,2
16043,11/6/2012,4,1,11,3,0,2,1,1,0.22,0.64,0.1045,4
16044,11/6/2012,4,1,11,4,0,2,1,1,0.22,0.69,0.0896,7
16045,11/6/2012,4,1,11,5,0,2,1,2,0.22,0.64,0.194,41
16046,11/6/2012,4,1,11,6,0,2,1,1,0.22,0.69,0.1343,149
16047,11/6/2012,4,1,11,7,0,2,1,1,0.2,0.69,0.1642,387
16048,11/6/2012,4,1,11,8,0,2,1,1,0.22,0.69,0.1642,588
16049,11/6/2012,4,1,11,9,0,2,1,1,0.26,0.6,0.1642,363
16050,11/6/2012,4,1,11,10,0,2,1,1,0.3,0.49,0.194,230
16051,11/6/2012,4,1,11,11,0,2,1,1,0.32,0.45,0.1343,216
16052,11/6/2012,4,1,11,12,0,2,1,1,0.32,0.45,0.1343,248
